title,date
자궁경부암백신강제법안  반대해주세요!,2022.02.07 17:17
이거살라면 차라리 네이버 사쇼. 여기 또 상장인데..,2022.02.07 17:15
하나만 명심해라,2022.02.07 17:12
엠게임에서~,2022.02.07 17:08
바닥 터치하고 올라 오려고 준비 중,2022.02.07 16:58
단기 10마넌,2022.02.07 16:56
"윤석열 ""김만배와 10년 동안 차 한잔도 안해..",2022.02.07 16:56
카카오,2022.02.07 16:54
상장사,2022.02.07 16:47
헐 87900에 털려버렸네,2022.02.07 16:46
이제 실적 발표 며칠 안남지 않았나요?,2022.02.07 16:43
14층에 사람있어요,2022.02.07 16:39
기업설명회때,2022.02.07 16:38
역전에 명수,2022.02.07 16:28
연기금과 국내 개관은 매국노 수준  ,2022.02.07 16:27
한국에 있을 필요 없는 기업,2022.02.07 16:24
거버넌스가 쓰레기인 기업 (feat.물적분할 및 자회사 상장),2022.02.07 16:22
물타기할까요?,2022.02.07 16:22
본전만 되면.ㅡ  아니  본전가까이만 되면.  손절하고. 침?고. 뒤도안보고. 갈거임!!카카오는  영원히 안볼거임.,2022.02.07 16:22
한줌의 휴지주식,2022.02.07 16:20
이거 배당발표는 언제 하냐?,2022.02.07 16:20
갈놈은간다 ,2022.02.07 16:19
최고점 팔고 다시 들어와 6프로 수익 중,2022.02.07 16:15
시간외 매도물양이 많네.,2022.02.07 16:06
안전벨트 꽉 매라. 15만원 간다,2022.02.07 16:04
이걸 양전하네,2022.02.07 16:00
동시호가..,2022.02.07 15:59
조금씩물타다보면,2022.02.07 15:56
공매도 작살,2022.02.07 15:54
대선후보의 디지털플렛폼화,2022.02.07 15:48
근디 막판에 누가 장난질한거임?,2022.02.07 15:47
서서히  오르자꾸나,2022.02.07 15:40
전국유튜브연합회 허경영대선후보 생방송중,2022.02.07 15:39
오늘 JP모간서울 매도는 5일선을 위로 꺽는 기적을 만들 것으로 기대...,2022.02.07 15:39
카카오 양심기업 ㅇㅈ합니다,2022.02.07 15:37
공매도 물린놈.이미 손절하고 안티된놈들.,2022.02.07 15:36
22만주 체결 아인디요 왜그래요?,2022.02.07 15:35
꼴보기 싫어 오늘 팔았더만 ,2022.02.07 15:34
54000아가리벌리ㅎ,2022.02.07 15:34
이야 오늘은 네이버를 이겼구나,2022.02.07 15:34
종가 적중~~~,2022.02.07 15:34
바보들 22만주 자사주 매입 초기시작인거 모르냠,2022.02.07 15:32
뭐여,2022.02.07 15:32
헐 갑자기뭐임?,2022.02.07 15:30
엇 반전,2022.02.07 15:30
^^ 오늘부터  우리는~~■,2022.02.07 15:30
코로나 10만이 넘어 가면 사람많이 쓰는 제조업 큰타격,2022.02.07 15:28
29분48초에 원래가격 회귀,2022.02.07 15:27
동시호가 ,2022.02.07 15:27
코스닥 개 잡주처럼 장난질이고 시총 40조가,2022.02.07 15:26
장난치는놈 ,2022.02.07 15:26
유치한,2022.02.07 15:24
동시호가장난아닌거같은데,2022.02.07 15:24
동시호가 잠시 설려였다,2022.02.07 15:23
장난질,2022.02.07 15:23
개미들이 장난감이가,2022.02.07 15:23
앵두 방송킬까봐,2022.02.07 15:22
동시호가,2022.02.07 15:22
전국민 상대로 그렇게 해먹었으면,2022.02.07 15:19
양아치기업인이유 ㅇㅇ,2022.02.07 15:16
반등 없이,2022.02.07 15:16
이런게 삼성이재용보다부자라고,2022.02.07 15:15
양아치기업정신못차림,2022.02.07 15:14
종합지수 차트로 분석 해본결과.,2022.02.07 15:12
오르려면,2022.02.07 15:11
지수하고,2022.02.07 15:11
혁신은없다 카카오퀵시작  ㅋㅋㅋ,2022.02.07 15:04
저는 다른 종목에서 JP모간서울 매수 할때 매도 했어요.,2022.02.07 15:03
껍떼기 지주회사 일뿐..!!,2022.02.07 14:58
오늘 86000원에 개미가 풀 매수 완료 !!!,2022.02.07 14:58
이번주 카카오 주가 예측,2022.02.07 14:57
모건 존나 팔아,2022.02.07 14:56
Jp모건,2022.02.07 14:46
진짜..누군가가 올라가는 꼬라지를 못보네.,2022.02.07 14:45
정말 염병하고 있다 정말 ㅋㅋㅋ,2022.02.07 14:45
장 끝나가니까,2022.02.07 14:45
카카오 종가에 슈팅 한번 쏴버리자,2022.02.07 14:42
양아치 기업,2022.02.07 14:40
ㅋㅋ,2022.02.07 14:35
카카오 망한다....,2022.02.07 14:31
카카오가..,2022.02.07 14:31
남편이 그러는데요..,2022.02.07 14:27
남편이 그러는데요..,2022.02.07 14:30
남편이 그러는데요..,2022.02.07 14:32
여기가 주식못하는 놈들만 잇다카던데!,2022.02.07 14:27
키움증권 임마들은,2022.02.07 14:26
지수는 회복해도~,2022.02.07 14:25
오늘부터 90000원 밑으로 담아 간다,2022.02.07 14:24
향후  카카오 가격대,2022.02.07 14:24
하 이구간 지긋지긋 하다 정말,2022.02.07 14:23
글럿다…,2022.02.07 14:23
카카오 힘을 내서 한 번 달려보자,2022.02.07 14:21
얼마에 사야되냐..,2022.02.07 14:13
숏커버가 가장쉬웠어요~,2022.02.07 14:12
9만원 오면 본청인데  언제 오냐 물렸다 1700만원,2022.02.07 14:12
카카오홀딩스 오늘 선방하네..,2022.02.07 14:12
황금드래곤 서사시 5화,2022.02.07 14:08
헐,2022.02.07 14:06
모건 ,2022.02.07 14:06
JP모간 진짜 생양아치 증권사~~퉤,2022.02.07 14:03
■ 미  선물지수 양봉 전환~~!! 오늘부터 우리는~~,2022.02.07 14:03
상한가네..개카오...팔아야하나,2022.02.07 14:01
카카오VX에 63억원 골프센서 공급계약,2022.02.07 13:57
달리고 달리고 고고.....,2022.02.07 13:44
조금 올랐다고 시끄럽네,2022.02.07 13:40
9만원 회복도 이리 힘들어?,2022.02.07 13:39
오늘 처음으로 입성했습니다,2022.02.07 13:38
14층인데,2022.02.07 13:32
실시간 수급좀,2022.02.07 13:32
■ 오늘부터 매수당~~!! 오늘부터 우리는~~$$,2022.02.07 13:31
그동안 주구장창 팔던 외인이 사네요,2022.02.07 13:30
가즈아~~~~,2022.02.07 13:28
카카오 긍정 뉴스들 나오네요,2022.02.07 13:28
외국계 프로그램매수 들어왔다,2022.02.07 13:26
카카오의 시작,2022.02.07 13:24
4거래일간,2022.02.07 13:23
시간이 없다 하늘로 빨리 달려라,2022.02.07 13:15
오늘,2022.02.07 13:10
지나가는 비둘기에게 물었다,2022.02.07 13:10
10만원,2022.02.07 13:08
어쩐일이고 안빠지네,2022.02.07 13:04
두나무가 많이 오리긴 했나보네,2022.02.07 13:01
왜 사는거야?,2022.02.07 13:00
목숨이,2022.02.07 12:56
몰빵 이다‥고고고 ㆍ,2022.02.07 12:55
초딩인데요 10주 더 샀어요,2022.02.07 12:54
휴 ㅋㅋㅋㅋ,2022.02.07 12:50
제발 바닥찍구 가즈아 ,2022.02.07 12:49
손절치면 오르노 ,2022.02.07 12:49
가즈아,2022.02.07 12:48
다시 안올 가격 87층,2022.02.07 12:47
ㅋㅋ떡상중이네 똑상해 힝힝,2022.02.07 12:47
88000,2022.02.07 12:43
무조건 담아라 ,2022.02.07 12:41
"■포털서비스 줌인터넷, 시총1052억원■  작년 하반기 공채 진행.""(금융전문성강화)"" 금융 전문성 강화""를 위한 하반기 금융 신사업 진출과 기",2022.02.07 12:40
저점매수 들어온다,2022.02.07 12:40
외노자들 돌아왔다,2022.02.07 12:40
언제까지 기다리면,2022.02.07 12:39
언제까지 기다리면,2022.02.07 12:44
손절유영두 회장입니다.,2022.02.07 12:39
그래도,2022.02.07 12:38
개미만 있음,2022.02.07 12:38
아놔 리오프닝주 들때문에,2022.02.07 12:37
카카오는 여기까지 돈빼먹는고수주,2022.02.07 12:36
카카오랑 보라코인?,2022.02.07 12:33
카카오 신라젠 라임 옵티머스 공통점,2022.02.07 12:31
카카오가 반토막 나는 나라 개한민국 금융적폐국가,2022.02.07 12:15
5만주 한번에땡기네,2022.02.07 12:11
카카오 대단한데...소액주주 엿먹이는 대단히 나쁜기업지죠,2022.02.07 12:10
버닥만 알면..,2022.02.07 12:08
카카오 대단하네,2022.02.07 12:05
곱게 좀 올라가는 ,2022.02.07 12:05
"카카오와 SK,LG,포스코등등 대기업과 금강원,증권회사,증권거래소등등들 참 나빠요?",2022.02.07 12:05
주주좀 살자,2022.02.07 11:56
개인만사는데 가겠니?,2022.02.07 11:56
카카오가 빠지는 이유,2022.02.07 11:50
주도주 알려준다 불쌍해서,2022.02.07 11:42
송영길의 입으로 ,2022.02.07 11:41
개관넘들과 외인구단이 ,2022.02.07 11:30
오늘도 주식시장에 순기능해주는 공매도 세력에,2022.02.07 11:28
우리나라 주식시장 한심하다,2022.02.07 11:27
손이가요 손이가,2022.02.07 11:25
바닥 다지는거 같은데 ^^,2022.02.07 11:23
걱정마요 오늘은,2022.02.07 11:21
14만원에 사서,2022.02.07 11:17
대선 끝나면,2022.02.07 11:16
내가 매일보는 증권/경제 관련 뉴스레터,2022.02.07 11:14
구글보다 쪼꼬만 회사가 물적분할은 거의 전세계 시총 1위 수준이네 ㅋ,2022.02.07 11:14
9만원만 와줘,2022.02.07 11:09
12층은 올것인가,2022.02.07 11:08
보호 예수....,2022.02.07 11:06
보호 예수....,2022.02.07 11:07
[거래원별입체분석없는곳은 가래침뱉고토껴라],2022.02.07 11:04
물적분할 대표주,2022.02.07 11:03
공매도 4만주로 언제까지 흔들수 있을까~,2022.02.07 10:56
도대체 누가 이 가격에도 누르나,2022.02.07 10:49
오늘 유영두 회장님 방송 하나요?,2022.02.07 10:40
개카오 5만에 아가리 쩌어어어어너어엌 ㅋㅋ,2022.02.07 10:38
일동제약 오삼,2022.02.07 10:36
오늘 이 매수의 마지막 기회다,2022.02.07 10:36
호구 개미들,2022.02.07 10:30
ㅈ카오는 7-8만 횡보가 맞는듯,2022.02.07 10:29
제발,2022.02.07 10:29
환율은 거짓말을 안한다;;,2022.02.07 10:28
연락끈긴 친구를 찾습니다,2022.02.07 10:27
2월은,2022.02.07 10:27
한증시는 개관이 조지네!,2022.02.07 10:20
카카오ㅡ30만원가는  그날까지,2022.02.07 10:20
중국 대만 이제 장 개막 10프로이상 하락한 중국,2022.02.07 10:19
아따 애들놀이터 마냥 장난ㅈㄴ치네,2022.02.07 10:17
주주들좋겠다,2022.02.07 10:17
앗싸~~,2022.02.07 10:17
"모간이 ,kb 열일중",2022.02.07 10:17
4분기 실적발표 앞두고 장난질하는거냐 뭐야,2022.02.07 10:16
팔지마라 연기금 ㅡㅡ ,2022.02.07 10:10
안티들 뒷통수 간질간질하제,2022.02.07 10:07
모건이,2022.02.07 10:05
겨울이지나고 ,2022.02.07 10:04
빨간불봤다...,2022.02.07 10:03
오매오매~~,2022.02.07 10:03
3월달 되야 10만원 가겠던데.,2022.02.07 09:56
자사주 매입,2022.02.07 09:55
카카오 뱅크는 쭉쭉 오라가네요,2022.02.07 09:54
카카오 실적,2022.02.07 09:54
오늘도 lani의 저주,2022.02.07 09:53
어디까지 내릴거같나요?,2022.02.07 09:47
경영진 일가족 길가다가 칼맞으면좋겠네,2022.02.07 09:47
거버넌스가 쓰레기인 기업 (feat.물적분할 및 자회사 상장),2022.02.07 09:43
거버넌스가 쓰레기인 기업 (feat.물적분할 및 자회사 상장),2022.02.07 09:45
      절대   매수   금지  ,2022.02.07 09:41
JP 포지션 변경중.,2022.02.07 09:38
가자,2022.02.07 09:37
"물리신분들 다들 따라 하세요. 영차...영차,.,",2022.02.07 09:35
시간이 다 됐다  공격해라,2022.02.07 09:34
모건 ,2022.02.07 09:33
관망... 추가하락...,2022.02.07 09:30
미련한 개미들아 그만 사라,2022.02.07 09:28
미련한 개미들아 그만 사라,2022.02.07 09:29
"성탄절이 토요일, 일요일일 경우 월요일을 대체공휴일로 지정해주세요.",2022.02.07 09:26
당분간은,2022.02.07 09:24
설마 86000원 깨지진 않겠지,2022.02.07 09:23
은성수가 공매도 있어야 외국인들 들어온댔는데,2022.02.07 09:23
대주주 팔고 토낀겨 ..?,2022.02.07 09:20
망치각,2022.02.07 09:18
공매도 술금슬금 기어나오는거 역겹네,2022.02.07 09:18
메신져 회사치고 시총이 좀 높네요~,2022.02.07 09:15
쪼개기 먹튀 기사떴네,2022.02.07 09:15
[삭제된 게시물의 답글]근데 어쩐지 양전 할것만 같아요,2022.02.07 09:20
양전해서 안티개미 뒷통수 씨게 후려치자,2022.02.07 09:14
앞으로,2022.02.07 09:14
김범수~~~~~자사주매입소각!,2022.02.07 09:14
아 씨발 카카오 8.7에 100개 물렸네 씨발,2022.02.07 09:13
카카오 잘쓰고있음돠,2022.02.07 09:08
비트코인 무반등 버전ㅋㅋ,2022.02.07 09:07
●Re.각자위치서홧팅●,2022.02.07 09:07
5일 60일 깨면 얼마나 떨어질라나,2022.02.07 09:06
카카오 모빌리티 카카오 엔터 상장후. 매수해라!!3만원!!,2022.02.07 09:06
녹네녹아,2022.02.07 09:05
와 진짜너무하는구나,2022.02.07 09:05
며칠전 딸 태어났는데,2022.02.07 09:04
11만원 못 지켰을 때부터,2022.02.07 09:04
매각해라  팔아라,2022.02.07 09:04
18,2022.02.07 09:03
제발 좀 이제 그만 좀 ,2022.02.07 09:03
앵두팍 이다,2022.02.07 09:03
거버넌스가 쓰레기인 기업 (feat.물적분할 및 자회사 상장),2022.02.07 09:01
ai 메타버스 개발사래 ㅋㅋㅋ,2022.02.07 08:52
삼성 플랫폼나온데..,2022.02.07 08:52
김치장 애널 새끼들아 언제까지 성장 멀티플 줄거임?,2022.02.07 08:37
상한가 가나보다,2022.02.07 08:36
[삭제된 게시물의 답글]카카오는 한물갔다.,2022.02.07 08:43
카카오,2022.02.07 08:27
메타버스란,2022.02.07 08:03
이번주 까지는 모르겠고,2022.02.07 07:57
물적분할에,2022.02.07 06:59
카카오 시초에 던져라 ㅋㅋㅋ,2022.02.07 06:51
삼성차가 현대차 떡실신 시킬거라,2022.02.07 08:26
2월 MSCI 라밸런싱 일정 및 편입 편출 예상,2022.02.07 06:51
게임오버,2022.02.07 06:25
악법에 반대해 주세요,2022.02.07 05:49
[삭제된 게시물의 답글]★★오늘위험,2022.02.07 07:15
●카카오톡가 싯가총액이 이정도면.....,2022.02.07 05:09
자사주매입,2022.02.07 04:12
카카오 분석,2022.02.07 03:59
《 .보 리 문 둥 이. 》풍 습.,2022.02.07 03:40
윤도리는 외교 리스크가 너무 크다 (1,2022.02.07 03:32
1년간은  개미 무덤? ,2022.02.07 01:56
안티어른들,2022.02.07 01:12
3마넌 오면 사겠습니다,2022.02.07 01:05
거버넌스가 쓰레기인 기업 (feat.물적분할 및 자회사 상장),2022.02.07 00:54
■■Jtbc토론취소가 목요일예정된 대장동대특종보도설 때문이라는데,2022.02.07 00:52
슈카방송보고 느낌왔다,2022.02.07 00:35
카카오주식 모아서 파이어족(조기은퇴)하기,2022.02.07 00:21
범수야,2022.02.06 23:38
삼성 금융 플랫폼,2022.02.06 23:33
꽃샘 추위가 다가 오고있다,2022.02.06 23:32
오르지말고,2022.02.06 23:25
카카오!!,2022.02.06 22:20
지금 이거 사서 억 단위 손실 보고 있는,2022.02.06 22:18
상속세,2022.02.06 22:18
허경영만이,2022.02.06 22:06
내일 카카오,2022.02.06 20:43
물 타고 물 타 3천주 좀 더 되어,2022.02.06 20:36
"선관위, 대선 겨냥 임시사무소 182군데 설치 논란",2022.02.06 20:30
단일화관련,2022.02.06 20:28
"물적분할해서 더러운 돈 잘쳐먹고 기분 좋으냐,, 싶같은 개죠같은 더럽고 치사한 색기들아..",2022.02.06 20:11
주식  보 기도    싫어요,2022.02.06 20:10
실험백신에,2022.02.06 19:46
만원대 언제 오나,2022.02.06 18:55
내일도 상승은 계속된다~~ 쭉이요,2022.02.06 18:44
언제해요?,2022.02.06 18:37
언제해요?,2022.02.07 07:19
더떨궈봐~~~,2022.02.06 17:44
카카오는 인적 분할을 해서 주주가치를 희석시켰다,2022.02.06 17:15
■공부합시다 ,2022.02.06 16:55
■공부합시다 ,2022.02.06 19:21
2월말에~~~,2022.02.06 16:36
3월말 카카오173000원 돌파한다 봐라,2022.02.06 16:23
92000원은 되야하는건뎅,2022.02.06 15:46
카카오 9만원 간다,2022.02.06 15:38
2023년 주식양도세,2022.02.06 15:36
무엇이 문제인가? 제도가 문제다,2022.02.06 15:13
배당금,2022.02.06 15:07
물적분할하여 재벌들은 검은돈 쳐먹는식으로 배터지게 쳐먹지만 개미들은 개죠같이 그대로 손해보네요 염병할 재벌넘 색기넘들아.,2022.02.06 15:06
작년 바이오니아 30000대추천95000매도이어서,2022.02.06 13:24
5만원 가면 육개장 내와라!!,2022.02.06 13:17
Hmm과 카카오가 비슷하지,2022.02.06 13:10
"■포털서비스 줌인터넷, 시총1052억원■  작년 하반기 공채 진행.""(금융전문성강화)"" 금융 전문성 강화""를 위한 하반기 금융 신사업 진출과 기",2022.02.06 12:59
카카오벤쳐스 투자1000억이상 수익대박,2022.02.06 12:30
윤석열이 대통령이 된 G7회의를 상상해보자,2022.02.06 12:22
매도해야하는데. 매수하니. 공매물린놈들 안티글이,2022.02.06 12:19
"이런 빈깡통 껍데기 회사사는 애덜은,,,",2022.02.06 11:34
>> 부동산 박살났네 [뉴스],2022.02.06 11:32
범수야? 범수야?,2022.02.06 11:25
아름다운강산 S라인 한반도 대한민국,2022.02.06 11:21
정말 이해가 안가서 주주분들에게 질문,2022.02.06 11:18
코로나도 올해 끝이 보이고,2022.02.06 10:58
"~~주식양도세 폐지, 한투연도 찬성 !!",2022.02.06 10:49
지사주매입,2022.02.06 10:05
유영두씨 ,2022.02.06 09:43
아직도 카카오냐? 왜 그리 집찹하는지 원,2022.02.06 09:04
■■민주당은 공산주의 주사파 세력이 핵심세력,2022.02.06 09:03
"[속보] 카카오, 기업 삼키며 몸집 키우는 카카오, 독과점 문제 없나",2022.02.06 08:39
주가 회복하려면,2022.02.06 08:19
PCR검사를 받는것은 백신을 맞는것과 같다,2022.02.06 05:41
대박■윤석열 나가~ 제주시장상인들반응,2022.02.06 04:54
[필독]카카오 적정 시총은 5조원도 안된다,2022.02.06 02:37
나스닥 10000이 깨진다?,2022.02.06 01:59
개거품,2022.02.06 00:44
여기서 씨부리는 분들은,2022.02.06 00:18
머리좋음,2022.02.05 23:41
적정가 2만원,2022.02.05 23:09
무속인 유영두,2022.02.05 23:09
스냅58프로 올랐다..ㅋㅋ 카카오 가자..상한가한번 왠지 모르게 어닝서프라이즈일거 같은 느낌,2022.02.05 23:04
올해 4개 상장예정 축하,2022.02.05 22:59
사기 PCR검사를 안하면 ,2022.02.05 22:38
달은 찢긴다. 달이 밀어준 카카오도 찢긴다. 새로운 시대가온다,2022.02.05 22:27
길거리 킥보드,2022.02.05 21:46
[여성들의 권위와권세를 바라는것이아니라..],2022.02.05 21:32
"내가 평단 1만원 중후반대인데,",2022.02.05 21:28
카카오 주식 메리트를 잃어가고 있다,2022.02.05 21:06
카카오 주가에 유리한 대선후보는 누구인가요?,2022.02.05 20:42
>>> 호재 [뉴스],2022.02.05 19:48
청년들이 붐비는,2022.02.05 19:45
■오늘 김만배윤석열 아는사이 녹취록 공개!,2022.02.05 19:44
윤석열 토론,2022.02.05 19:43
목표가는,2022.02.05 19:32
10만 위로 올라가기 힘들거같은데…,2022.02.05 19:13
목표가 9만,2022.02.05 18:41
목표가 12만원,2022.02.05 18:55
삼전 반도체 공장을,2022.02.05 18:39
카카오는 각성해야..,2022.02.05 18:37
중국에서 조선족들이 자기들의전통 한복입고 떡을먹는것까지 시비걸고난리다,2022.02.05 18:31
배당 몇%주냐?,2022.02.05 18:25
내 평단 86200원,2022.02.05 17:35
작년이 역사적고점이었을 수도 있다,2022.02.05 17:28
토론보고 윤석열 찍기로 결심했다,2022.02.05 17:01
김건희 녹취록 중 소름돋던 부분,2022.02.05 16:56
10만원 까지 반등 후 전량 정리 하세요,2022.02.05 16:55
"흠, 까까오로",2022.02.05 16:53
아 왜케 종토방 재미있냐,2022.02.05 16:52
입성인사,2022.02.05 16:50
한국경제는 지금이 고점이다.,2022.02.05 16:26
과연 10년 후에도 우리가 카톡을 쓰고있을까?,2022.02.05 16:18
극우 개돼지들 종특,2022.02.05 16:00
나평단8.9인데왜다들부러워하지,2022.02.05 15:42
미국 금요일 스냅(SNAP) 58% 상승,2022.02.05 15:42
카카오 ,2022.02.05 15:29
금요일 오후들면서 꾸준히 우상향 오른 이유,2022.02.05 15:05
윤석열을 보면서 드는 의문점들,2022.02.05 15:01
윤석열을 보면서 드는 의문점들,2022.02.05 15:57
배당률 어메이징하네.,2022.02.05 14:11
배당률 어메이징하네.,2022.02.05 16:40
없는자의  박탈감,2022.02.05 13:41
윤보좌진도●윤무당 비판기사 초대박,2022.02.05 13:31
주봉상으로는 저점인데,2022.02.05 13:11
"카카오 살까,  네이버 살까???",2022.02.05 12:23
이건...,2022.02.05 12:23
●●●카카오주주로써 차주예상 12●●●,2022.02.05 12:06
■ ※주간증시일정2월7일~11일■,2022.02.05 11:55
속보) 전세계 증시 대 폭등,2022.02.05 11:32
이제 공매도가 꼭지네...,2022.02.05 11:25
언택트주의 부활,2022.02.05 10:52
"적정  주가 20,275원",2022.02.05 10:43
주당!  적정!,2022.02.05 10:01
쓰레기잡주,2022.02.05 09:53
자사주매입,2022.02.05 09:41
쓰레기 회사... 망해라..,2022.02.05 09:36
유영두 보니까,2022.02.05 09:33
바닥다지고,2022.02.05 09:26
구만 터치하기도  힘들어 보임,2022.02.05 09:20
주식얘기만,2022.02.05 09:19
들고가면 언젠가는  ,2022.02.05 09:12
12만원까정  홀딩하란다,2022.02.05 09:05
공매도 맛집,2022.02.05 09:02
분할상장에 미친회사,2022.02.05 08:44
카카오 저점이라고 생각하세요?,2022.02.05 08:22
제 2의 폭스바겐 공매파산의,2022.02.05 08:50
수십년동안 대북강경책으로 남북교류를방해하고 북한핵개발을부추켜 한반도비핵화를실패하게만든0신들,2022.02.05 08:15
카카오의 저주,2022.02.05 08:02
월요일,2022.02.05 07:42
"■ 이재명,김혜경 이런 쓰레기들이 청와대 가겠다고??",2022.02.05 06:53
원유  92 달러  라네  ,2022.02.05 06:29
카카오 분석,2022.02.05 06:20
공매도는 폐지되어야 한다,2022.02.05 06:06
카카오 관계자 여러분 아가분유값도 없습니다,2022.02.05 04:18
김기현 이잡것.울산 고래고기 어떻게했나,2022.02.05 01:42
미 10년물 국채 급등 1.925돌파.,2022.02.05 01:00
서민 피빨아 먹는 김## 천벌 받아라.,2022.02.05 00:50
공매도 폐지 공약,2022.02.05 00:34
공매도 폐지 공약,2022.02.05 01:37
국가에,2022.02.05 00:07
카카오 계열 시총100조가 넘네 어이가없다,2022.02.04 23:49
카카오로 35억 번 사람입니다,2022.02.04 23:45
범수야! 가지고 있는 3조로 자사주 소각이라도 하라 ,2022.02.04 23:40
■ 미국 선물 신봉자들  디졌다 ■어떻게 하면 좋으니,2022.02.04 23:29
60월선 오면 매수한다,2022.02.04 23:18
이재명 되면,2022.02.04 23:16
이재명 되면,2022.02.04 23:28
야간선물 처내리네,2022.02.04 23:16
저멀리,2022.02.04 23:03
주주인데 배당 나오나요?,2022.02.04 22:57
유영두 방송을 보면,2022.02.04 22:32
아직도 -25.12%로 300주주다 ,2022.02.04 22:16
이재명 후보 ?,2022.02.04 22:09
전과4범이 대통령이 되는 나라~상상도 싫다,2022.02.04 22:15
■ 카카오홀딩스의   미래가 ㅡㅡㅡㅡㅡ ■,2022.02.04 21:54
여러분 카카오 100만원 가는거 보고 싶으시죠?,2022.02.04 21:48
전과4범/치사한 법인카드 사용,2022.02.04 22:09
개미 뒷통수 치는 회사,2022.02.04 21:45
■ 카카오홀딩스 앞으로 전망 ■,2022.02.04 21:45
백신 속의 히드라를 죽이려면,2022.02.04 21:24
유회장님 ,2022.02.04 21:01
■ 카카오홀딩스 3개월간 자회사 12개 늘어났단다 ■,2022.02.04 20:50
여기 대표가 김범* 인가?? 동네 양아치 보다 못한*,2022.02.04 20:50
난리 났네...........................,2022.02.04 20:47
"경영진,유튜버,애널,기관은 현대판 봉이김선달이군.",2022.02.04 20:43
■ 미국 선물지수도 조작하나 ■,2022.02.04 20:41
미쿡이 쳐망해야,2022.02.04 20:36
신촌양아치 유영두 난리났네,2022.02.04 20:36
야간선물 처내리네,2022.02.04 20:19
공매도 보고만 잇나요 청원합시다,2022.02.04 20:07
__대구경북 왜 대기업 1개 없을까? 천민지역이라?,2022.02.04 20:02
기업이 영업활동을 해서 돈을 벌어야지,2022.02.04 19:55
카카오엔터. 카카오 모빌리티 분리상장시 3만원!!,2022.02.04 19:21
"카카오ㅡ30만원, 50만원,100만원까지",2022.02.04 18:16
야이 김범수! OOO!!!,2022.02.04 18:13
휴마시스 가자,2022.02.04 18:12
기업설명회하면,2022.02.04 18:08
"시외상한가,,,무승일인가요,,,?",2022.02.04 17:39
금일 선물정리,2022.02.04 17:31
금일 선물정리,2022.02.04 17:34
