title,date
진짜 개잡주네,2022.02.16 10:08
안티글 많아지면,2022.02.16 10:08
이쯤되면 종필이 블록딜 때,2022.02.16 10:01
"우금의상승은kb금융과궤를같이한다. 우금의상승예측은kb금융을참고하면된다, 그래프를봐라사실우금은너무가파르게올랐다. 끔찍하다. 상상이란약초를먹고그동",2022.02.16 10:01
재피 계속 매도하는데,2022.02.16 10:01
JP모건,2022.02.16 09:56
오늘같은날안오른다니팔고기다리는수가더욱좋다.코스피45상승에우금은보합이니이제끝난겁니다.,2022.02.16 09:54
거참 주식 ㅈ같이하네...,2022.02.16 09:51
14000원,2022.02.16 09:41
불경기에 국민들이 신음하는데,2022.02.16 09:38
5일 연속 내렸으면 현실인정을 할때,2022.02.16 09:36
무슨 일이고?,2022.02.16 09:36
JP땜시 더 살수가 없네..T.T,2022.02.16 09:34
이제 ,2022.02.16 09:33
5일연속 음봉,2022.02.16 09:31
초반 설?어?,2022.02.16 09:25
여윽시,2022.02.16 09:24
제이피,2022.02.16 09:15
3배 가즈아....오늘부터 점상으로 진입하자..,2022.02.16 08:55
3배 가즈아....오늘부터 점상으로 진입하자..,2022.02.16 09:09
키우리 증권!,2022.02.16 08:00
러시아군,2022.02.16 06:51
미국 은행주 상승,2022.02.16 01:04
형들~ 화해 했대,2022.02.15 23:01
직원이 횡령해서 망해라,2022.02.15 22:38
개미 지분 5%인데 개미끼리 치고박고?,2022.02.15 22:34
니들은 천벌을 받아야 한다~,2022.02.15 22:30
전쟁나겠네요 ,2022.02.15 22:10
과거 미국 금리인상기,2022.02.15 21:18
전쟁리스크 명목으로 국내장 박살 내놓고,2022.02.15 20:19
주주환원책을,2022.02.15 19:10
차라리청산해서 35000원씩 배당하자,2022.02.15 19:05
아직 다못삿는데,2022.02.15 18:33
미장 올라가니,2022.02.15 18:12
임직원만 고액연봉에 퇴직금으로 호위호식하지 말고,2022.02.15 17:42
2/11 외인이 1.8% 가까이 예보물량 매집했는데,2022.02.15 17:31
세력털고나갔음...,2022.02.15 16:42
외인 4% 빼네,2022.02.15 16:30
젤 폭락했네,2022.02.15 16:21
4거래일,2022.02.15 16:16
14000대에서 몇개월 횡보느낌이다 ㅋㅋㅋ,2022.02.15 15:35
오늘은,2022.02.15 15:22
즈발 ,2022.02.15 15:10
은행중,2022.02.15 14:32
슬슬 매집구간인데,2022.02.15 14:30
저스스로(주린이)멘탈 잡기위해 쓰는글입니다,2022.02.15 14:14
현금확보,2022.02.15 14:10
밀꺼면 화끈하게 13층까지 밀어라,2022.02.15 13:35
하락장,2022.02.15 13:17
17000까지는,2022.02.15 13:06
전쟁초읽기,2022.02.15 12:59
JP 대단타,2022.02.15 12:51
작년 예보지분2%매각시에도,2022.02.15 12:43
재입성,2022.02.15 12:37
이번주 금요일까지,2022.02.15 11:59
앞으로 우금의 주가는 둘 중 하나,2022.02.15 11:19
제이피는,2022.02.15 11:09
러시아야 미사일 한방 쏴라,2022.02.15 10:51
지루한시간끌기가계속될것입니다. 여기서15-20%다운될때매수에들어가는게좋겠습니다. 성급하면적게먹고오래기다려야..,2022.02.15 10:49
"종필이는며칠전블록딜로왕창사모았으니이제여력이없다. 우금하나만투자하는것도아니고 우금하나만보고있는것도아니고, 이제는단타또는공매도로돈을벌려고할것이다.",2022.02.15 10:45
종필이는그동안많이사모았다. 많이사모았다. 지나치게많이사모았다..,2022.02.15 10:40
"시세를보고사지말고때를보고사라, 아직환경이 아직환경이 아직환경이..때가아니다.",2022.02.15 10:36
이제 빨간불만 보이면,2022.02.15 10:36
"하락추세에편성하여공매도가진행중임, 공매도가진행중임, 공매도가진행중임..",2022.02.15 10:33
종필아 시위하냐?,2022.02.15 10:32
하락추세 진입,2022.02.15 10:16
외귀인은 이제,2022.02.15 10:12
휴살았다~~,2022.02.15 10:08
14400에 주운 분들,2022.02.15 09:55
금융당국이,2022.02.15 09:52
빨리와라,2022.02.15 09:39
빨리와라,2022.02.15 09:49
두더지게임 중이네,2022.02.15 09:37
"고승범, ""미 인플레·우크라이나 사태 동시 위기...'금융안정 방어선' 지켜야""",2022.02.15 09:30
KB 애네도 없는 탄 다 받고 있네,2022.02.15 09:16
"4대금융 충당금 논란…""정부가 코로나대출 부실 자초했는데""",2022.02.15 09:13
우리금융지주 향후 전망,2022.02.15 08:40
오늘은 플러스 600까지 매수할듯.,2022.02.15 08:31
rive*** 24시간 안좋은 소식만 찾아다닌다고 욕본다. ㅋㅋㅋㅋㅋㅋㅋ 정 신 병 자 백 수 새 ㄲㄲㄲㄲㄲㄲ ㅣ  ㅋㅋㅋ,2022.02.15 08:19
rive**** 잠도안자냐?,2022.02.15 06:58
"우크라 대통령 ""나토 가입 포기 안해""…전쟁 공포감 고조",2022.02.15 02:00
미국 금융주는 견고한데,2022.02.14 22:02
휴~ 금융주들 빨간불들어왔네..,2022.02.14 21:52
망해라,2022.02.14 21:37
전쟁 안나는 이유?,2022.02.14 21:33
140조원자영업자ㅡ,2022.02.14 21:12
주가관리 이정면 배임 아니냐 ?,2022.02.14 20:16
전쟁타령이야,2022.02.14 20:10
전쟁이 나면 폭락이지..,2022.02.14 19:47
전쟁나도 금리는오르고 이자는 걷힌다,2022.02.14 17:24
음...대가리보다 손이 먼져가넹...,2022.02.14 16:51
rive야.,2022.02.14 16:22
경제대공황을 주장하는 사람은 틀렸다.,2022.02.14 16:19
개관 매집한거보니,2022.02.14 16:06
외국인 소진율 34%넘어갔네.,2022.02.14 15:41
예보나 카뱅 먹튀임원이나,2022.02.14 15:37
전쟁이나 나라,2022.02.14 15:33
수급 앞에선 장사 없음,2022.02.14 15:21
내리려는자. 올리려는자,2022.02.14 15:14
계속 저가 매집하세요~~,2022.02.14 15:07
머니투데이 12만원 손절가 제시,2022.02.14 15:06
겁나네,2022.02.14 14:57
2/11 기관 천오백만주 매도,2022.02.14 14:54
금리 인상기에는 무조건 은행주가 대장!!!!!,2022.02.14 14:46
태승이형 자사주 좀 매입허자!,2022.02.14 14:45
우금 개미 지분 5%...고래 싸움 구경하면됨!!!!!,2022.02.14 14:42
14550-14450까지,2022.02.14 14:39
태승이 형! 증권사 빨리 인수해라!!!!!,2022.02.14 14:35
가즈야~~,2022.02.14 14:14
가즈야~~,2022.02.14 14:17
모간형들,2022.02.14 14:08
코스피 적정 지수대,2022.02.14 13:36
Kb가 하락폭 키맞추기 하러오네,2022.02.14 13:29
안티들,2022.02.14 13:11
전약 후강.. 오후장 반등한다..두고 봐라,2022.02.14 13:06
찬티에 속아,2022.02.14 12:57
블록딜 할인률얼마로한건가요?  그가격까진 대놓고빠질듯 ,2022.02.14 12:56
개금융,2022.02.14 12:47
주식 현물매수 기회는,2022.02.14 12:45
왜 우리금융만 계속 많이 떨어지죠?,2022.02.14 12:41
개미들아 총공격하라,2022.02.14 12:40
또샀다!,2022.02.14 12:32
엄청 빠지네ㅠ  ㅠ,2022.02.14 12:28
외인들 또 500원 올리면서,2022.02.14 12:28
현재 외인 지분 34%~~,2022.02.14 12:16
이정도면,2022.02.14 11:49
오후장에 우금이가 반등할줄 알았더니,2022.02.14 11:44
12층은 언제 올까?,2022.02.14 11:42
깝친죄,2022.02.14 11:27
찬티실종,2022.02.14 11:26
러시아 정말 16일에 우크라 침공할까? 美 당국자들 대답은,2022.02.14 11:15
20일선 하향돌파 장대음봉,2022.02.14 11:10
블럭딜 물량 jp모건이 샀네,2022.02.14 11:08
인내,2022.02.14 11:04
코스피 2천가면,2022.02.14 10:48
아 이거 오늘은 좀 아픈데...,2022.02.14 10:44
이 시방 예보,2022.02.14 10:41
주린이  헐 좀 쪼리네요 ,2022.02.14 10:37
회복,2022.02.14 10:33
"개미들이사고있으니까여기서약15-20%쯤공매도로가격을낮춰놓고, 폭풍같이매수로되돌려놓을거같읍니다.",2022.02.14 10:32
블록딜 하기 싫게 적극 주가 정책  해라,2022.02.14 10:31
시가배당수익률은,2022.02.14 10:27
푸틴 연락왔다,2022.02.14 10:27
외인들,2022.02.14 10:25
외인 매도세 봐봐라,2022.02.14 10:15
오늘도 예보의 블록딜,2022.02.14 10:14
미국대통령이,2022.02.14 10:13
헐,2022.02.14 10:13
종합지수2600선가까이에서아무종목이라도잡으면될것같습니다.많이떨어진종목을..한방에대량매수가가능한종목을..그리고연말까지배당보고기다리는거지요..,2022.02.14 10:12
아니좀,2022.02.14 10:03
신나게공매도로방향선회한종목들이많이눈에띕니다.잘살펴봐주세요.비록우금이아니드라도..,2022.02.14 10:01
지금 가격 시가배당률,2022.02.14 10:01
"쫄지마세요~ 어차피 3, 6개월 지나면 이깁니다.",2022.02.14 10:00
"전쟁이터지면하한가로, 공매도가돌아설때쯤이면, 얼마나기다려야하나, 배당수익율이6.1이면아직은, 7이상이돼야살수있다고봅니다.",2022.02.14 09:58
주주필독 긴급,2022.02.14 09:56
외인아 니들이 아무리 겁줘도,2022.02.14 09:55
심리전,2022.02.14 09:55
오늘,2022.02.14 09:52
하락장 + 은행주 상투,2022.02.14 09:44
하한가네,2022.02.14 09:41
요즘은 중간은 잘 없냉,2022.02.14 09:37
종가 수정 14500 ->14000,2022.02.14 09:36
하나랑 kb랑 비교되네,2022.02.14 09:27
우크라이나에 있는 은행이냐,2022.02.14 09:26
전쟁입니다!!!,2022.02.14 09:22
12층 안올거 같지?,2022.02.14 09:17
rive**** 신났구나~ ㅋㅋ KB금융 게시판도 안티하렴,2022.02.14 09:23
전쟁,2022.02.14 09:15
스위스형들 남자네,2022.02.14 09:13
ㅋㅋㅋ,2022.02.14 09:13
15000에 정리했어요!,2022.02.14 09:09
15층 붕괴,2022.02.14 09:09
아직도 사고싶어 안달났네,2022.02.14 09:07
전쟁 땜에..,2022.02.14 09:02
오늘 종가 14500,2022.02.14 08:56
이번주,2022.02.14 08:26
이번주,2022.02.14 08:32
탈출은 지능순,2022.02.14 07:56
"작년 4대 금융그룹 이자이익만 32.2조원, 15%↑…금리상승 덕",2022.02.14 06:41
은행 대출금리 가파른 상승세… 주담대 최고 6% 육박,2022.02.14 06:14
"4대금융 충당금 논란…""정부가 코로나대출 부실 자초했는데""",2022.02.14 06:09
이제부터,2022.02.14 00:56
다음한주 기관놈들,2022.02.13 22:18
주식 몰라요,2022.02.13 21:14
외인놈들 계산 방법이 절대  만민찮은 넘들이다 ,2022.02.13 18:32
선진국지수 위한 공매도 전면 재개 '개미 분통' ,2022.02.13 17:52
담주 다시진입,2022.02.13 17:07
"외인들 열라사는동안 걱정할것 없음 , 외인들 파는 순간 ",2022.02.13 15:53
금융그룹 순익 4조의 그늘,2022.02.13 15:06
다음주 역대급 폭락장 예상,2022.02.13 14:53
공매도 악법 개정 (퍼나르기 도움 부탁드립니다),2022.02.13 14:27
우리금융지주는 자사주 없나요?,2022.02.13 12:16
저렴해 보인다 했더니  ..,2022.02.13 10:55
국민연금 매도 ,2022.02.13 10:54
금요일15150원,2022.02.13 10:51
"4대 금융그룹 사상 최대 3조7천억원 배당…""더 늘릴 것""  http://im.newspic.kr/oVMHglk",2022.02.13 10:45
"4대 금융그룹 사상 최대 3조7천억원 배당…""더 늘릴 것""",2022.02.13 10:24
"""4대 금융그룹 14조 부실이 몰려온다""···건전성 관리 '비상'",2022.02.13 08:57
뭐가 답답하냐면,2022.02.13 02:09
배당금은 언제쯤 들어올까요?,2022.02.13 01:34
이익과 배당이 증가하는 주식은 외인이  다 가져가네,2022.02.12 20:18
배당은  이번주총서 35%는 해야한다  그리고 분기배당도 하거라,2022.02.12 20:11
손태승이 경영 못한다,2022.02.12 19:22
과점 주주 61% 외국인 34%...개미 5% !!!!,2022.02.12 18:34
외국인 지분 34%로 높아짐!!!!!,2022.02.12 18:29
rive야   KT  추천한다 KT방에 와서도 안티좀 해주라,2022.02.12 17:46
KT도 외국인 주구장창 사고 있는데 추천,2022.02.12 17:43
우리은행  영업이익 1조 날때  15000원 넘기고 ,2022.02.12 17:40
오늘의 퀴즈,2022.02.12 14:03
"1,642 , 750  ?",2022.02.12 12:37
시총 이제 겨우 11조다,2022.02.12 12:19
우금투자로,2022.02.12 11:46
미국 은행주 폭락,2022.02.12 10:48
3 ~ 5일 연속 상승 후 1~ 2일 약하게 조정 받음!,2022.02.12 15:01
얘들아 미국 금리 올리기 시작하면,2022.02.12 09:55
미국인철수시작ㅡㅡ,2022.02.12 09:04
전쟁이 유일한 리스크로구나,2022.02.12 08:50
어차피,2022.02.12 01:03
하루종일 외인지분율올라갈거고 순환매 이야기해도,2022.02.12 00:00
뭐냐 블록딜 물량 외인이 다먹었네?,2022.02.11 23:21
예보 블록딜 누가 받아쳐먹음?,2022.02.11 23:11
아니..자사주 소각 말인데요..,2022.02.11 21:54
헐,2022.02.11 21:49
오늘 괜히 쫄았네...,2022.02.11 21:38
아니 블럭딜은 미리 말해줘야하는거아님?,2022.02.11 21:30
손태승,2022.02.11 21:26
ㅋㅋㅋㅋㅋ기관 외국인 놀고있는다,2022.02.11 21:21
ㅎ,2022.02.11 21:19
우금 14단 형이 한마디할께.,2022.02.11 21:13
블록딜이라...,2022.02.11 20:31
참고로 말하자면 하하,2022.02.11 19:47
올해는~~,2022.02.11 19:47
아~~씨 물탈걸!   ,2022.02.11 19:32
블럭딜 물량을 외인이 가져간듯 싶은데..,2022.02.11 19:25
블럭딜을 공시를 안하냐,2022.02.11 18:34
블럭딜인지,2022.02.11 18:20
안티들아,2022.02.11 18:11
우리금융지주,2022.02.11 18:03
16000원에  300주삼,2022.02.11 17:54
금리인상을 마냥 호재로만 볼 수 있을까?,2022.02.11 17:43
헐,2022.02.11 16:16
무슨 금융주에서 안티를 하고 있냐 ,2022.02.11 15:53
이거 개미들 이 가격에 왜 받았을까요?,2022.02.11 15:53
예보 물량 싸게 먹으려는 거다....,2022.02.11 15:45
오늘 외인 매도물량 개인들이 거진 다 받았네요.,2022.02.11 15:44
안티는 아닌데 매동이....,2022.02.11 15:44
결국 블록딜 때문에 공매도했다는 이야긴가요? ,2022.02.11 15:35
예보 참 공적자금 더 회수할수 있는데,2022.02.11 15:22
어? 오늘 배당락인가요?,2022.02.11 15:21
외국인이 이렇게ㅣ 과하게던진적이없는데 최근에,2022.02.11 15:09
떨어지든 말든...,2022.02.11 15:04
오늘은 대차상환 하는날.,2022.02.11 15:04
지랄 오지랖 출동이네... 저개 개인이 사는걸로 보이냐..,2022.02.11 15:02
좆되뿌따 ㄹㅇ 13층 가겠네,2022.02.11 15:00
그냥 단기 악재일뿐,2022.02.11 15:00
외인들 전쟁터구나,2022.02.11 14:59
거의5만주씩막던지네. 공매도팀들인가..,2022.02.11 14:56
싸게 막았네~~~,2022.02.11 14:51
"급하게사면적게남고오래기다려야함, 오래참고기다리면크게먹을기회가옴, 1년에한두번만투자하세요. 자주하고싶지만시장이쉽게자주기회를안줍니다.",2022.02.11 14:43
아이고 무셔라,2022.02.11 14:35
블록딜 가격보다 비싸게 팔아야 이득인데 지금 가격에 던지겠음,2022.02.11 14:31
울지말고 말해,2022.02.11 14:47
오늘은 다 관망이야,2022.02.11 14:28
오늘못사면 기회없어요ㅎㅎ,2022.02.11 14:26
"바보들 지금사면안되는데, 추세가당분간하향이고 이미공매도가들어왔다. 14000원근방에서사길바란다. 미국시장과관련한악재가터질때 그때가서 사도늦지않다",2022.02.11 14:22
이건 누가봐도 매수 기회구만,2022.02.11 14:21
인생 살면서 고의적으로 남의 마음에,2022.02.11 14:18
이럴거면,2022.02.11 14:14
지금이라도,2022.02.11 13:56
예보가 주옥 같은게,2022.02.11 13:50
외인이 예보지분 사갔으니.. 물량 나오는거다..,2022.02.11 13:49
진짜 외국인일까?,2022.02.11 13:37
CS,2022.02.11 13:35
우리만 ,2022.02.11 13:28
금리가 더일찍 올라가면  이놈은 호재인데 왜빠짐?,2022.02.11 13:23
매수가 안 되네요,2022.02.11 13:20
외인 매도 220만주,2022.02.11 13:01
동양생명블록딜사태때는,2022.02.11 12:59
장전에 블록딜로 팔아도 이렇게 힘이 없는데,2022.02.11 12:58
바겐세일.,2022.02.11 12:56
자회사도 챙겨라,2022.02.11 12:53
배당,2022.02.11 12:48
외국인과일부기관들이수류탄을계속해서던지고있네여.가까이가지마세요 다칩니다. 아직은살때가아닙니다.,2022.02.11 12:34
저가 매수기회입니다.,2022.02.11 12:25
rive에게 쓰는 편지,2022.02.11 12:23
연개금,2022.02.11 12:15
판만큼,2022.02.11 12:14
이타이밍에발목잡네,2022.02.11 12:13
호가창보니 공매도 시작한 거 같은데,2022.02.11 12:06
블록딜 좋은데,2022.02.11 12:00
그동안오르는관성으로너무거침없이올랐다 유안타를비롯증권사에널들무슨뇌물받은사람들처럼너무띄웠다. 이젠제자리를찾아가는듯하다. 외국인들과부화뇌동하는듯한장,2022.02.11 11:44
계속 저가 매집하세요~~,2022.02.11 11:39
그러고보니 예보 지분 많이 남았네~~,2022.02.11 11:35
예보 지분 이제 한 3000만주 남았을라.,2022.02.11 11:32
블럭딜  하~~~~,2022.02.11 11:23
"예보, 우리금융 지분 2.2% 블록딜 매각… 2392억원 공적자금 회수  http://im.newspic.kr/mW1ATo2",2022.02.11 11:05
"많이샀으면큰일날번했네, 분위기에휩쓸려서많이샀으면적게먹고기약없이기다리면서애태울뻔했네요.",2022.02.11 11:04
조정당하면 아래서 받겠습니다,2022.02.11 11:02
모양새를보니공매도치기딱좋군요. 주의바람. 기다리기바람. 어디까지기다리는가는각자의몫입니다.,2022.02.11 11:01
리딩 뱅크,2022.02.11 10:57
블록딜이,2022.02.11 10:48
"개미 개미 개미바보들, 어제뭐할라꼬 꼭대기에서 사노. 533503주 산 개미들고생좀하것다. 기관도 556861주나팔았는디. 외국인은산것도없다.",2022.02.11 10:48
손태승은 보유 중인 자사주 즉각 소각하라!!!!!,2022.02.11 10:48
블럭딜에도 잘 버티네,2022.02.11 10:41
아침에 50주 추가 매수 ,2022.02.11 10:39
남은 예보지분은,2022.02.11 10:39
하여튼,2022.02.11 10:27
어차피 빠져도 상관없다.,2022.02.11 10:24
무슨 ㅋㅋ 주관사 당일 매도 50만,2022.02.11 10:24
예보 폭탄받아라 !!!!!,2022.02.11 10:22
와이구나..손절해야겠네..14500원까지는..,2022.02.11 10:22
블록딜가,2022.02.11 10:19
예보 떨거지 떨어져 나갔으 배당이나 잘줘라,2022.02.11 10:18
[삭제된 게시물의 답글]KB와의 격차는 더욱 벌어지고,2022.02.11 10:49
동네잔치하는데우리집만초상났네,2022.02.11 10:16
미국 금리 0.5 올라서 우리도 금리 또 올려야지 뭐...,2022.02.11 10:16
패시브 자금?,2022.02.11 10:15
결론은,2022.02.11 10:14
예분 지분 매각 성공 굿굿,2022.02.11 10:12
이번주 16000 안착하려했더니,2022.02.11 10:11
